prospect_id,start_date,acquisition_channel,country,age_group,device,product_interest,reached_step_1,reached_step_2,reached_step_3,reached_step_4,reached_step_5,reached_step_6,time_step1_min,time_step2_min,time_step3_min,time_step4_min,time_step5_min,completed_onboarding,last_step_reached,dropout_reason,acquisition_cost_eur,transactions_90d,avg_balance_90d_eur,product_upsell_90d,nps_score
PROS-00906,2024-04-01,Direct,Belgium,18-24,Mobile,Current Account,1,1,0,0,0,0,1.7,5.5,0.0,0.0,0.0,0,Step 2: Account Type Selection,KYC document rejected,17.65,0,0.0,0,0
PROS-00907,2024-11-25,Branch Walk-in,Netherlands,55+,Mobile,Current Account,1,1,1,0,0,0,3.5,2.8,8.1,0.0,0.0,0,Step 3: Personal Details Form,Form too long,200.0,0,0.0,0,0
PROS-00908,2024-03-19,Organic Search,Netherlands,35-44,Desktop,Current Account,1,1,1,0,0,0,3.7,6.3,11.8,0.0,0.0,0,Step 3: Personal Details Form,Changed mind,57.28,0,0.0,0,0
PROS-00909,2024-01-22,Organic Search,Belgium,25-34,Mobile,Current Account,1,1,1,0,0,0,5.2,6.8,6.3,0.0,0.0,0,Step 3: Personal Details Form,KYC document rejected,52.59,0,0.0,0,0
PROS-00910,2024-02-08,Paid Social,Spain,35-44,Desktop,Savings Account,1,1,0,0,0,0,17.9,9.9,0.0,0.0,0.0,0,Step 2: Account Type Selection,Unknown,77.16,0,0.0,0,0
PROS-00911,2024-01-28,Paid Social,Netherlands,55+,Desktop,Current Account,1,1,1,1,1,1,3.9,2.5,6.8,9.5,2.7,1,Step 6: First Transaction,Completed,78.44,16,2281.68,0,6
PROS-00912,2024-12-23,Affiliate,Netherlands,25-34,Mobile,Current Account,1,1,1,0,0,0,1.3,2.2,3.0,0.0,0.0,0,Step 3: Personal Details Form,Form too long,63.85,0,0.0,0,0
PROS-00913,2024-09-12,Paid Social,Germany,18-24,Mobile,Current Account,1,0,0,0,0,0,4.3,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Competitor offer,82.99,0,0.0,0,0
PROS-00914,2024-04-08,Organic Search,Netherlands,25-34,Mobile,Current Account,1,1,1,1,1,0,3.6,3.3,9.7,17.7,2.7,0,Step 5: Identity Verification,KYC document rejected,40.37,0,0.0,0,0
PROS-00915,2024-06-07,Paid Social,Germany,55+,Desktop,Current Account,1,0,0,0,0,0,9.2,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Form too long,78.08,0,0.0,0,0
PROS-00916,2024-03-08,Paid Social,France,35-44,Mobile,Business Account,1,1,1,0,0,0,4.4,3.4,8.9,0.0,0.0,0,Step 3: Personal Details Form,Competitor offer,111.67,0,0.0,0,0
PROS-00917,2024-05-15,Direct,Germany,25-34,Mobile,Current Account,1,1,1,0,0,0,1.2,2.7,4.1,0.0,0.0,0,Step 3: Personal Details Form,Form too long,23.01,0,0.0,0,0
PROS-00918,2024-12-16,Organic Search,Netherlands,18-24,Mobile,Current Account,1,1,1,1,1,1,14.4,2.5,15.6,27.9,2.4,1,Step 6: First Transaction,Completed,48.15,21,1986.95,0,8
PROS-00919,2024-12-03,Paid Social,Belgium,25-34,Desktop,Investment Account,1,1,1,0,0,0,5.7,11.1,25.0,0.0,0.0,0,Step 3: Personal Details Form,Changed mind,90.56,0,0.0,0,0
PROS-00920,2024-09-30,Direct,France,25-34,Mobile,Current Account,1,1,1,1,0,0,4.6,5.9,2.3,17.3,0.0,0,Step 4: KYC Document Upload,KYC document rejected,23.37,0,0.0,0,0
PROS-00921,2024-07-15,Paid Social,Germany,18-24,Tablet,Investment Account,1,0,0,0,0,0,1.1,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Competitor offer,99.87,0,0.0,0,0
PROS-00922,2024-01-02,Organic Search,Belgium,18-24,Mobile,Business Account,1,1,1,0,0,0,15.8,6.6,4.2,0.0,0.0,0,Step 3: Personal Details Form,Missing document,60.99,0,0.0,0,0
PROS-00923,2024-03-06,Paid Social,Netherlands,18-24,Mobile,Savings Account,1,0,0,0,0,0,2.5,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,KYC document rejected,113.84,0,0.0,0,0
PROS-00924,2024-12-18,Direct,Germany,35-44,Desktop,Current Account,1,1,0,0,0,0,24.6,4.6,0.0,0.0,0.0,0,Step 2: Account Type Selection,Missing document,12.81,0,0.0,0,0
PROS-00925,2024-03-16,Paid Social,Belgium,35-44,Mobile,Savings Account,1,0,0,0,0,0,5.7,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Unknown,105.24,0,0.0,0,0
PROS-00926,2024-11-06,Paid Social,France,35-44,Mobile,Business Account,1,1,0,0,0,0,9.3,0.8,0.0,0.0,0.0,0,Step 2: Account Type Selection,Form too long,77.21,0,0.0,0,0
PROS-00927,2024-01-05,Direct,Netherlands,35-44,Desktop,Investment Account,1,1,1,0,0,0,24.9,3.8,3.3,0.0,0.0,0,Step 3: Personal Details Form,Verification delay,23.65,0,0.0,0,0
PROS-00928,2024-09-30,Referral Program,Belgium,45-54,Tablet,Current Account,1,1,1,1,1,1,9.2,12.4,3.3,8.2,4.5,1,Step 6: First Transaction,Completed,18.96,26,6147.75,0,10
PROS-00929,2024-10-21,Branch Walk-in,Netherlands,35-44,Mobile,Current Account,1,1,1,0,0,0,2.9,4.1,13.4,0.0,0.0,0,Step 3: Personal Details Form,KYC document rejected,146.53,0,0.0,0,0
PROS-00930,2024-09-06,Organic Search,France,35-44,Mobile,Savings Account,1,1,0,0,0,0,4.4,2.4,0.0,0.0,0.0,0,Step 2: Account Type Selection,Changed mind,37.57,0,0.0,0,0
PROS-00931,2024-06-17,Referral Program,Spain,18-24,Mobile,Current Account,1,1,1,0,0,0,3.3,1.1,4.6,0.0,0.0,0,Step 3: Personal Details Form,Changed mind,19.94,0,0.0,0,0
PROS-00932,2024-06-07,Affiliate,Germany,35-44,Mobile,Savings Account,1,0,0,0,0,0,4.4,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Missing document,52.19,0,0.0,0,0
PROS-00933,2024-04-09,Organic Search,Germany,25-34,Desktop,Savings Account,1,1,1,0,0,0,2.5,3.6,1.9,0.0,0.0,0,Step 3: Personal Details Form,Form too long,47.6,0,0.0,0,0
PROS-00934,2024-05-03,Paid Social,Spain,45-54,Mobile,Business Account,1,1,1,0,0,0,5.4,3.9,9.0,0.0,0.0,0,Step 3: Personal Details Form,Changed mind,68.35,0,0.0,0,0
PROS-00935,2024-09-23,Affiliate,Germany,25-34,Desktop,Current Account,1,1,1,0,0,0,12.8,2.9,9.2,0.0,0.0,0,Step 3: Personal Details Form,Changed mind,60.49,0,0.0,0,0
PROS-00936,2024-01-10,Direct,Belgium,18-24,Tablet,Current Account,1,1,1,1,1,1,11.5,2.8,3.1,3.4,6.7,1,Step 6: First Transaction,Completed,22.1,14,100.0,0,9
PROS-00937,2024-07-17,Organic Search,Netherlands,18-24,Mobile,Business Account,1,1,1,1,1,1,4.1,6.5,6.2,11.4,1.3,1,Step 6: First Transaction,Completed,42.67,9,5970.7,0,7
PROS-00938,2024-10-21,Organic Search,Germany,25-34,Mobile,Investment Account,1,1,1,1,1,1,12.6,3.0,12.3,8.3,2.4,1,Step 6: First Transaction,Completed,43.6,6,1008.98,0,9
PROS-00939,2024-09-25,Organic Search,Netherlands,35-44,Mobile,Current Account,1,1,1,1,0,0,7.7,5.0,4.7,1.5,0.0,0,Step 4: KYC Document Upload,Form too long,39.24,0,0.0,0,0
PROS-00940,2024-12-10,Referral Program,Spain,35-44,Mobile,Current Account,1,1,0,0,0,0,4.7,5.2,0.0,0.0,0.0,0,Step 2: Account Type Selection,KYC document rejected,23.13,0,0.0,0,0
PROS-00941,2024-01-08,Branch Walk-in,Germany,25-34,Mobile,Savings Account,1,1,1,1,0,0,9.4,2.3,8.6,4.5,0.0,0,Step 4: KYC Document Upload,KYC document rejected,200.0,0,0.0,0,0
PROS-00942,2024-12-21,Organic Search,Germany,45-54,Mobile,Savings Account,1,1,0,0,0,0,2.0,1.5,0.0,0.0,0.0,0,Step 2: Account Type Selection,Verification delay,47.11,0,0.0,0,0
PROS-00943,2024-02-18,Organic Search,Belgium,18-24,Mobile,Current Account,1,1,1,0,0,0,5.3,2.3,1.6,0.0,0.0,0,Step 3: Personal Details Form,Session timeout,32.63,0,0.0,0,0
PROS-00944,2024-06-10,Affiliate,Belgium,25-34,Mobile,Current Account,1,1,0,0,0,0,10.6,5.4,0.0,0.0,0.0,0,Step 2: Account Type Selection,Form too long,52.0,0,0.0,0,0
PROS-00945,2024-08-26,Organic Search,France,25-34,Mobile,Current Account,1,1,1,1,1,1,3.9,3.6,8.4,33.1,2.7,1,Step 6: First Transaction,Completed,50.63,10,782.48,0,6
PROS-00946,2024-10-12,Direct,Spain,55+,Mobile,Investment Account,1,1,1,0,0,0,1.4,3.3,12.2,0.0,0.0,0,Step 3: Personal Details Form,Form too long,24.15,0,0.0,0,0
PROS-00947,2024-12-20,Direct,Germany,25-34,Mobile,Current Account,1,1,1,1,1,0,2.9,4.1,4.3,13.0,1.2,0,Step 5: Identity Verification,Changed mind,20.96,0,0.0,0,0
PROS-00948,2024-01-31,Direct,Netherlands,25-34,Desktop,Business Account,1,0,0,0,0,0,30.0,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Technical error,21.64,0,0.0,0,0
PROS-00949,2024-09-18,Direct,Netherlands,45-54,Mobile,Savings Account,1,1,1,1,1,0,11.7,2.6,12.3,6.5,3.1,0,Step 5: Identity Verification,Verification delay,17.89,0,0.0,0,0
PROS-00950,2024-05-24,Branch Walk-in,Netherlands,25-34,Desktop,Savings Account,1,0,0,0,0,0,2.9,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Verification delay,200.0,0,0.0,0,0
PROS-00951,2024-10-08,Organic Search,Germany,35-44,Mobile,Business Account,1,1,1,0,0,0,3.1,1.2,11.9,0.0,0.0,0,Step 3: Personal Details Form,Session timeout,41.94,0,0.0,0,0
PROS-00952,2024-05-19,Referral Program,Netherlands,45-54,Mobile,Current Account,1,1,1,0,0,0,9.3,1.4,7.9,0.0,0.0,0,Step 3: Personal Details Form,Changed mind,23.37,0,0.0,0,0
PROS-00953,2024-05-29,Referral Program,Netherlands,35-44,Mobile,Current Account,1,1,1,1,1,1,21.5,2.3,13.1,23.5,1.8,1,Step 6: First Transaction,Completed,29.8,9,3279.87,0,7
PROS-00954,2024-08-23,Paid Social,Netherlands,55+,Mobile,Savings Account,1,1,1,0,0,0,21.7,6.2,7.6,0.0,0.0,0,Step 3: Personal Details Form,Competitor offer,86.74,0,0.0,0,0
PROS-00955,2024-08-23,Affiliate,France,55+,Mobile,Savings Account,1,1,1,0,0,0,4.5,2.4,4.7,0.0,0.0,0,Step 3: Personal Details Form,Unknown,62.94,0,0.0,0,0
PROS-00956,2024-09-28,Affiliate,Belgium,25-34,Mobile,Current Account,1,1,1,1,0,0,7.6,1.6,4.7,4.1,0.0,0,Step 4: KYC Document Upload,Verification delay,69.77,0,0.0,0,0
PROS-00957,2024-12-24,Paid Social,Germany,25-34,Desktop,Current Account,1,1,1,1,1,0,4.8,1.3,3.9,12.6,4.1,0,Step 5: Identity Verification,Competitor offer,102.79,0,0.0,0,0
PROS-00958,2024-03-18,Affiliate,Germany,25-34,Tablet,Business Account,1,0,0,0,0,0,5.5,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Competitor offer,69.74,0,0.0,0,0
PROS-00959,2024-06-30,Organic Search,Belgium,25-34,Mobile,Current Account,1,1,0,0,0,0,8.5,4.6,0.0,0.0,0.0,0,Step 2: Account Type Selection,Form too long,43.08,0,0.0,0,0
PROS-00960,2024-02-13,Direct,Spain,45-54,Mobile,Business Account,1,1,1,1,0,0,9.4,1.0,11.0,15.8,0.0,0,Step 4: KYC Document Upload,Form too long,24.5,0,0.0,0,0
PROS-00961,2024-08-01,Organic Search,France,25-34,Mobile,Current Account,1,1,1,1,1,1,2.4,3.7,2.6,8.1,5.5,1,Step 6: First Transaction,Completed,48.29,16,495.23,0,9
PROS-00962,2024-07-11,Organic Search,Belgium,18-24,Mobile,Savings Account,1,1,0,0,0,0,3.7,5.1,0.0,0.0,0.0,0,Step 2: Account Type Selection,Competitor offer,54.7,0,0.0,0,0
PROS-00963,2024-01-14,Branch Walk-in,Netherlands,25-34,Tablet,Current Account,1,1,1,0,0,0,1.7,1.8,3.3,0.0,0.0,0,Step 3: Personal Details Form,Form too long,200.0,0,0.0,0,0
PROS-00964,2024-07-18,Referral Program,Germany,18-24,Mobile,Current Account,1,1,1,1,0,0,10.2,2.3,11.6,7.6,0.0,0,Step 4: KYC Document Upload,Session timeout,24.2,0,0.0,0,0
PROS-00965,2024-05-19,Paid Social,Spain,25-34,Mobile,Investment Account,1,1,1,1,1,0,9.6,1.7,13.1,4.3,2.1,0,Step 5: Identity Verification,Missing document,72.87,0,0.0,0,0
PROS-00966,2024-06-13,Affiliate,Germany,25-34,Mobile,Current Account,1,0,0,0,0,0,2.9,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Changed mind,81.19,0,0.0,0,0
PROS-00967,2024-05-06,Direct,France,18-24,Mobile,Investment Account,1,1,1,0,0,0,8.3,3.1,16.8,0.0,0.0,0,Step 3: Personal Details Form,Form too long,27.09,0,0.0,0,0
PROS-00968,2024-04-24,Direct,Germany,35-44,Mobile,Savings Account,1,0,0,0,0,0,0.9,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Form too long,20.6,0,0.0,0,0
PROS-00969,2024-06-04,Branch Walk-in,Germany,25-34,Desktop,Current Account,1,1,1,1,1,1,7.8,3.0,3.5,20.1,5.1,1,Step 6: First Transaction,Completed,154.12,27,14000.86,0,10
PROS-00970,2024-08-01,Direct,Spain,35-44,Mobile,Current Account,1,1,1,0,0,0,1.6,3.7,6.4,0.0,0.0,0,Step 3: Personal Details Form,Technical error,22.51,0,0.0,0,0
PROS-00971,2024-02-01,Referral Program,Belgium,55+,Mobile,Current Account,1,1,1,1,1,1,11.0,9.5,3.2,3.5,1.1,1,Step 6: First Transaction,Completed,23.63,11,11116.51,0,10
PROS-00972,2024-05-24,Direct,Belgium,45-54,Mobile,Savings Account,1,1,1,0,0,0,4.5,8.1,3.0,0.0,0.0,0,Step 3: Personal Details Form,Changed mind,20.28,0,0.0,0,0
PROS-00973,2024-06-28,Branch Walk-in,Germany,25-34,Mobile,Business Account,1,1,1,1,1,1,2.5,2.6,24.0,14.1,1.8,1,Step 6: First Transaction,Completed,192.99,18,1699.44,1,7
PROS-00974,2024-02-16,Affiliate,Germany,35-44,Mobile,Business Account,1,1,1,0,0,0,13.6,7.9,15.3,0.0,0.0,0,Step 3: Personal Details Form,Missing document,50.97,0,0.0,0,0
PROS-00975,2024-11-01,Organic Search,Spain,35-44,Mobile,Current Account,1,0,0,0,0,0,1.5,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Competitor offer,41.39,0,0.0,0,0
PROS-00976,2024-08-11,Direct,Netherlands,25-34,Mobile,Savings Account,1,1,1,0,0,0,9.8,10.1,3.1,0.0,0.0,0,Step 3: Personal Details Form,Changed mind,22.08,0,0.0,0,0
PROS-00977,2024-01-21,Organic Search,Netherlands,25-34,Mobile,Business Account,1,0,0,0,0,0,23.0,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,KYC document rejected,45.38,0,0.0,0,0
PROS-00978,2024-06-19,Referral Program,France,25-34,Mobile,Savings Account,1,1,1,1,0,0,10.0,2.8,25.0,10.0,0.0,0,Step 4: KYC Document Upload,Unknown,20.82,0,0.0,0,0
PROS-00979,2024-03-31,Affiliate,Germany,35-44,Mobile,Savings Account,1,0,0,0,0,0,1.5,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Technical error,63.16,0,0.0,0,0
PROS-00980,2024-05-11,Direct,Netherlands,18-24,Desktop,Investment Account,1,1,0,0,0,0,2.4,4.2,0.0,0.0,0.0,0,Step 2: Account Type Selection,KYC document rejected,21.12,0,0.0,0,0
PROS-00981,2024-02-16,Direct,France,18-24,Desktop,Current Account,1,1,1,0,0,0,4.1,3.2,7.7,0.0,0.0,0,Step 3: Personal Details Form,Unknown,21.37,0,0.0,0,0
PROS-00982,2024-03-14,Paid Social,Netherlands,35-44,Mobile,Current Account,1,1,1,1,1,1,4.6,7.7,12.9,3.8,2.1,1,Step 6: First Transaction,Completed,93.78,19,2997.36,0,10
PROS-00983,2024-07-08,Paid Social,France,35-44,Mobile,Business Account,1,1,1,1,0,0,2.5,1.3,9.7,40.0,0.0,0,Step 4: KYC Document Upload,Unknown,89.48,0,0.0,0,0
PROS-00984,2024-12-23,Branch Walk-in,Belgium,25-34,Mobile,Business Account,1,1,1,0,0,0,5.0,3.0,6.4,0.0,0.0,0,Step 3: Personal Details Form,Verification delay,190.43,0,0.0,0,0
PROS-00985,2024-05-17,Affiliate,Belgium,25-34,Mobile,Business Account,1,1,0,0,0,0,5.8,5.0,0.0,0.0,0.0,0,Step 2: Account Type Selection,KYC document rejected,47.13,0,0.0,0,0
PROS-00986,2024-08-01,Organic Search,France,45-54,Mobile,Savings Account,1,1,1,1,0,0,5.1,4.9,5.2,40.0,0.0,0,Step 4: KYC Document Upload,Changed mind,40.49,0,0.0,0,0
PROS-00987,2024-11-09,Organic Search,Germany,25-34,Mobile,Savings Account,1,1,1,0,0,0,1.6,3.4,1.9,0.0,0.0,0,Step 3: Personal Details Form,Unknown,49.18,0,0.0,0,0
PROS-00988,2024-01-06,Branch Walk-in,France,18-24,Mobile,Current Account,1,1,1,1,0,0,6.4,5.6,2.5,3.4,0.0,0,Step 4: KYC Document Upload,Form too long,189.54,0,0.0,0,0
PROS-00989,2024-04-28,Referral Program,Netherlands,25-34,Mobile,Investment Account,1,0,0,0,0,0,2.2,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Technical error,26.89,0,0.0,0,0
PROS-00990,2024-05-14,Direct,Germany,18-24,Desktop,Current Account,1,1,1,0,0,0,5.9,1.9,12.2,0.0,0.0,0,Step 3: Personal Details Form,Form too long,19.3,0,0.0,0,0
PROS-00991,2024-09-22,Affiliate,Germany,18-24,Desktop,Savings Account,1,0,0,0,0,0,2.2,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,KYC document rejected,49.23,0,0.0,0,0
PROS-00992,2024-08-07,Paid Social,Germany,18-24,Mobile,Current Account,1,1,1,1,0,0,0.8,4.3,3.2,15.1,0.0,0,Step 4: KYC Document Upload,Missing document,94.81,0,0.0,0,0
PROS-00993,2024-01-15,Paid Social,Spain,25-34,Mobile,Investment Account,1,1,1,1,0,0,18.5,2.8,5.8,23.4,0.0,0,Step 4: KYC Document Upload,KYC document rejected,87.76,0,0.0,0,0
PROS-00994,2024-05-08,Organic Search,Netherlands,25-34,Mobile,Business Account,1,1,1,1,1,0,11.4,2.4,24.7,20.7,1.5,0,Step 5: Identity Verification,Competitor offer,49.47,0,0.0,0,0
PROS-00995,2024-01-11,Organic Search,Germany,55+,Mobile,Savings Account,1,1,1,1,1,0,1.9,2.4,10.1,4.6,1.2,0,Step 5: Identity Verification,KYC document rejected,42.47,0,0.0,0,0
PROS-00996,2024-07-15,Paid Social,Netherlands,55+,Tablet,Savings Account,1,1,1,0,0,0,1.9,3.5,5.7,0.0,0.0,0,Step 3: Personal Details Form,Competitor offer,87.26,0,0.0,0,0
PROS-00997,2024-11-20,Direct,Netherlands,55+,Mobile,Current Account,1,1,1,0,0,0,1.6,8.2,6.2,0.0,0.0,0,Step 3: Personal Details Form,Competitor offer,23.96,0,0.0,0,0
PROS-00998,2024-06-15,Organic Search,Germany,45-54,Mobile,Current Account,1,1,1,1,1,1,27.2,2.4,13.5,2.4,1.7,1,Step 6: First Transaction,Completed,47.34,18,159.64,0,9
PROS-00999,2024-06-20,Branch Walk-in,France,35-44,Mobile,Business Account,1,1,1,0,0,0,3.6,4.3,6.9,0.0,0.0,0,Step 3: Personal Details Form,Unknown,200.0,0,0.0,0,0
PROS-01000,2024-10-23,Organic Search,Netherlands,35-44,Desktop,Current Account,1,1,1,1,1,0,7.2,3.5,9.8,6.3,5.5,0,Step 5: Identity Verification,Unknown,52.24,0,0.0,0,0
PROS-01001,2024-08-24,Affiliate,Netherlands,25-34,Mobile,Current Account,1,1,0,0,0,0,4.7,3.8,0.0,0.0,0.0,0,Step 2: Account Type Selection,Session timeout,52.92,0,0.0,0,0
PROS-01002,2024-06-25,Organic Search,Belgium,18-24,Mobile,Savings Account,1,0,0,0,0,0,9.2,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Missing document,42.74,0,0.0,0,0
PROS-01003,2024-04-21,Organic Search,France,45-54,Mobile,Savings Account,1,0,0,0,0,0,1.1,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Verification delay,32.71,0,0.0,0,0
PROS-01004,2024-02-19,Paid Social,Germany,18-24,Desktop,Current Account,1,1,1,0,0,0,7.6,6.1,4.6,0.0,0.0,0,Step 3: Personal Details Form,Changed mind,110.25,0,0.0,0,0
PROS-01005,2024-10-06,Direct,France,35-44,Mobile,Business Account,1,1,0,0,0,0,1.3,3.7,0.0,0.0,0.0,0,Step 2: Account Type Selection,KYC document rejected,18.02,0,0.0,0,0
PROS-01006,2024-06-19,Organic Search,Belgium,55+,Mobile,Current Account,1,1,1,0,0,0,4.9,2.5,6.7,0.0,0.0,0,Step 3: Personal Details Form,Changed mind,46.51,0,0.0,0,0
PROS-01007,2024-05-26,Direct,Belgium,25-34,Mobile,Current Account,1,1,1,0,0,0,7.4,2.7,14.1,0.0,0.0,0,Step 3: Personal Details Form,Changed mind,12.72,0,0.0,0,0
PROS-01008,2024-11-06,Branch Walk-in,France,25-34,Mobile,Business Account,1,1,1,1,0,0,3.3,5.5,6.5,20.7,0.0,0,Step 4: KYC Document Upload,Changed mind,200.0,0,0.0,0,0
PROS-01009,2024-10-08,Direct,France,45-54,Mobile,Current Account,1,0,0,0,0,0,2.1,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Unknown,24.38,0,0.0,0,0
PROS-01010,2024-12-24,Organic Search,Spain,55+,Mobile,Investment Account,1,1,0,0,0,0,15.7,3.7,0.0,0.0,0.0,0,Step 2: Account Type Selection,Changed mind,34.58,0,0.0,0,0
PROS-01011,2024-06-17,Paid Social,Germany,55+,Mobile,Savings Account,1,0,0,0,0,0,1.1,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Verification delay,76.2,0,0.0,0,0
PROS-01012,2024-07-22,Paid Social,Belgium,55+,Desktop,Savings Account,1,0,0,0,0,0,5.8,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Missing document,81.87,0,0.0,0,0
PROS-01013,2024-01-04,Paid Social,Netherlands,55+,Desktop,Savings Account,1,0,0,0,0,0,1.6,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Form too long,112.98,0,0.0,0,0
PROS-01014,2024-10-22,Branch Walk-in,Germany,18-24,Mobile,Business Account,1,1,1,1,1,1,8.6,7.9,2.8,15.1,1.5,1,Step 6: First Transaction,Completed,200.0,9,130.8,0,8
PROS-01015,2024-09-24,Paid Social,Germany,35-44,Mobile,Current Account,1,1,1,0,0,0,3.1,1.6,7.4,0.0,0.0,0,Step 3: Personal Details Form,KYC document rejected,89.66,0,0.0,0,0
PROS-01016,2024-10-26,Referral Program,Germany,35-44,Mobile,Investment Account,1,1,1,0,0,0,1.5,4.6,11.2,0.0,0.0,0,Step 3: Personal Details Form,Changed mind,20.94,0,0.0,0,0
PROS-01017,2024-08-10,Paid Social,France,25-34,Mobile,Savings Account,1,0,0,0,0,0,6.8,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Changed mind,96.48,0,0.0,0,0
PROS-01018,2024-02-13,Branch Walk-in,France,35-44,Mobile,Current Account,1,1,1,1,1,1,7.6,3.7,10.9,27.8,2.4,1,Step 6: First Transaction,Completed,200.0,13,1301.18,0,3
PROS-01019,2024-03-15,Direct,France,45-54,Desktop,Current Account,1,1,1,1,1,1,2.6,4.0,5.9,6.2,3.5,1,Step 6: First Transaction,Completed,24.9,14,4129.74,0,9
PROS-01020,2024-05-31,Affiliate,France,25-34,Mobile,Current Account,1,1,0,0,0,0,4.9,1.8,0.0,0.0,0.0,0,Step 2: Account Type Selection,Technical error,62.91,0,0.0,0,0
PROS-01021,2024-12-20,Referral Program,Netherlands,35-44,Mobile,Investment Account,1,1,1,0,0,0,2.9,3.6,4.5,0.0,0.0,0,Step 3: Personal Details Form,Technical error,28.76,0,0.0,0,0
PROS-01022,2024-06-27,Referral Program,Spain,45-54,Mobile,Savings Account,1,1,1,1,1,1,2.9,10.6,5.7,7.3,3.4,1,Step 6: First Transaction,Completed,22.6,14,1117.41,1,6
PROS-01023,2024-06-14,Direct,Germany,25-34,Desktop,Current Account,1,0,0,0,0,0,2.4,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Competitor offer,20.23,0,0.0,0,0
PROS-01024,2024-02-13,Affiliate,France,25-34,Mobile,Savings Account,1,0,0,0,0,0,6.6,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Form too long,71.51,0,0.0,0,0
PROS-01025,2024-12-23,Paid Social,Netherlands,35-44,Mobile,Current Account,1,0,0,0,0,0,2.6,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Form too long,76.13,0,0.0,0,0
PROS-01026,2024-01-20,Direct,Germany,18-24,Mobile,Savings Account,1,1,1,0,0,0,2.1,1.6,14.5,0.0,0.0,0,Step 3: Personal Details Form,Form too long,17.81,0,0.0,0,0
PROS-01027,2024-06-04,Direct,Spain,25-34,Mobile,Current Account,1,1,1,1,1,1,11.0,2.7,14.6,27.9,3.3,1,Step 6: First Transaction,Completed,22.41,21,1097.36,0,10
PROS-01028,2024-01-14,Referral Program,France,18-24,Mobile,Investment Account,1,1,1,1,1,0,8.7,3.1,11.4,11.1,4.8,0,Step 5: Identity Verification,Missing document,27.53,0,0.0,0,0
PROS-01029,2024-06-28,Paid Social,Germany,35-44,Desktop,Current Account,1,1,1,1,1,1,7.4,4.5,3.4,5.9,5.8,1,Step 6: First Transaction,Completed,99.67,22,1218.49,0,5
PROS-01030,2024-10-31,Paid Social,France,45-54,Mobile,Current Account,1,1,0,0,0,0,4.6,1.0,0.0,0.0,0.0,0,Step 2: Account Type Selection,Form too long,84.58,0,0.0,0,0
PROS-01031,2024-02-09,Direct,Germany,25-34,Mobile,Savings Account,1,1,0,0,0,0,7.7,5.7,0.0,0.0,0.0,0,Step 2: Account Type Selection,Changed mind,22.05,0,0.0,0,0
PROS-01032,2024-04-25,Organic Search,France,35-44,Desktop,Business Account,1,0,0,0,0,0,6.1,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Session timeout,56.19,0,0.0,0,0
PROS-01033,2024-03-31,Direct,Netherlands,35-44,Mobile,Savings Account,1,1,0,0,0,0,8.7,7.1,0.0,0.0,0.0,0,Step 2: Account Type Selection,KYC document rejected,19.9,0,0.0,0,0
PROS-01034,2024-05-06,Branch Walk-in,Spain,35-44,Mobile,Current Account,1,1,1,0,0,0,3.5,4.8,7.1,0.0,0.0,0,Step 3: Personal Details Form,Form too long,200.0,0,0.0,0,0
PROS-01035,2024-10-07,Paid Social,France,35-44,Mobile,Current Account,1,1,1,0,0,0,8.7,2.3,5.6,0.0,0.0,0,Step 3: Personal Details Form,Missing document,86.42,0,0.0,0,0
PROS-01036,2024-05-10,Paid Social,Spain,35-44,Mobile,Current Account,1,1,1,0,0,0,1.9,4.2,5.8,0.0,0.0,0,Step 3: Personal Details Form,Missing document,78.84,0,0.0,0,0
